customer_id,age,gender,city,annual_income,spending_score,membership_years,total_orders,avg_order_value,last_purchase_days,preferred_category,churn
206,19,Male,Mumbai,114684,81,8,29,2469,162,Home,0
207,19,Female,Delhi,107838,42,2,31,1189,102,Sports,0
208,45,Male,Hyderabad,88159,76,6,44,4692,69,Sports,0
209,40,Male,Mumbai,28646,27,6,43,1137,133,Beauty,1
210,54,Male,Hyderabad,33543,8,5,36,639,189,Beauty,0
211,49,Male,Hyderabad,114496,23,7,19,2558,211,Sports,0
212,50,Female,Bangalore,148212,64,3,6,2207,243,Beauty,0
213,18,Male,Bangalore,42785,93,4,25,3545,166,Sports,0
214,36,Male,Delhi,98353,20,9,31,4330,61,Fashion,1
215,19,Female,Chennai,51406,16,4,9,3943,362,Sports,0
216,61,Male,Hyderabad,108992,17,3,20,718,279,Electronics,0
217,43,Male,Chennai,71428,80,2,10,468,113,Beauty,0
218,49,Female,Delhi,43777,19,5,37,4933,30,Beauty,1
219,23,Female,Hyderabad,77939,8,4,27,4385,323,Home,0
220,49,Female,Hyderabad,73026,38,8,13,1588,161,Home,0
221,21,Female,Chennai,106450,38,7,41,1894,234,Electronics,0
222,28,Female,Mumbai,49553,53,6,2,3473,339,Beauty,0
223,34,Female,Bangalore,43548,93,2,21,1589,170,Beauty,0
224,55,Female,Mumbai,83221,100,3,33,4065,318,Home,0
225,41,Male,Chennai,57265,90,9,24,3229,186,Home,1
226,22,Female,Bangalore,145549,31,9,44,2535,57,Sports,1
227,51,Female,Mumbai,60701,44,5,42,3874,240,Beauty,0
228,23,Female,Bangalore,71287,60,3,34,4776,257,Beauty,0
229,39,Male,Hyderabad,26727,76,2,9,700,358,Sports,0
230,28,Male,Mumbai,130460,17,8,2,1861,201,Beauty,0
231,33,Female,Bangalore,70717,79,6,30,2299,325,Electronics,0
232,50,Female,Bangalore,52427,73,7,22,302,315,Home,0
233,26,Female,Bangalore,36692,39,1,46,2946,302,Home,0
234,23,Male,Mumbai,51625,42,1,11,3476,106,Home,0
235,33,Male,Delhi,44918,48,2,43,3285,290,Fashion,1
236,46,Female,Mumbai,126931,12,3,17,3737,101,Electronics,0
237,20,Male,Chennai,61136,96,1,36,1527,97,Electronics,0
238,37,Female,Mumbai,134826,89,5,13,2674,153,Sports,0
239,53,Male,Bangalore,134881,18,3,7,1879,29,Fashion,0
240,36,Male,Hyderabad,72409,79,1,16,3946,153,Beauty,0
241,43,Female,Mumbai,35577,96,8,33,2762,73,Electronics,0
242,20,Female,Mumbai,105155,6,6,45,4363,254,Fashion,1
243,36,Female,Bangalore,131776,43,9,1,3517,4,Fashion,1
244,37,Female,Hyderabad,119246,35,3,11,2636,237,Electronics,0
245,49,Male,Hyderabad,122924,98,9,6,507,38,Sports,0
246,24,Male,Chennai,146759,54,9,20,4196,20,Fashion,1
247,58,Male,Mumbai,140408,62,1,35,1289,113,Home,0
248,50,Female,Hyderabad,101731,69,3,44,4755,23,Fashion,0
249,57,Male,Hyderabad,47689,82,6,37,2594,136,Beauty,0
250,56,Female,Delhi,31154,16,8,41,4204,248,Electronics,0
251,35,Male,Delhi,124657,8,4,26,866,301,Beauty,1
252,57,Female,Hyderabad,114948,89,5,12,4363,97,Sports,0
253,18,Female,Chennai,41341,96,9,30,2434,33,Home,0
254,28,Male,Hyderabad,117554,90,6,28,1436,135,Electronics,0
255,45,Female,Bangalore,94681,86,7,27,1823,255,Fashion,0
256,42,Female,Mumbai,127798,31,7,42,1574,278,Home,1
257,40,Male,Chennai,66330,10,4,19,3511,133,Fashion,0
258,48,Female,Bangalore,138069,56,4,5,376,238,Sports,0
259,47,Female,Chennai,107759,76,4,5,1553,15,Electronics,1
260,59,Female,Bangalore,88416,92,5,41,3128,277,Sports,0
261,52,Male,Mumbai,145067,70,5,27,825,126,Sports,0
262,24,Male,Mumbai,106807,20,8,28,2854,345,Sports,0
263,33,Female,Delhi,53313,5,9,26,3808,17,Sports,0
264,43,Male,Bangalore,66900,23,2,27,3915,312,Fashion,0
265,19,Female,Delhi,98840,9,7,49,4474,50,Beauty,0
266,18,Female,Bangalore,54695,58,1,42,594,135,Fashion,0
267,29,Female,Delhi,50225,59,1,21,1368,118,Home,1
268,22,Female,Mumbai,106072,93,4,1,397,306,Sports,0
269,54,Female,Chennai,116367,80,7,28,1168,60,Home,0
270,49,Male,Delhi,69156,54,2,48,4108,125,Fashion,0
271,26,Female,Bangalore,97209,46,2,15,3355,116,Sports,1
272,58,Male,Bangalore,107453,22,1,17,4964,173,Fashion,0
273,52,Male,Mumbai,47829,64,2,26,2704,187,Sports,1
274,36,Female,Bangalore,100908,8,7,20,1476,88,Fashion,0
275,33,Female,Hyderabad,45938,20,9,25,4367,203,Electronics,1
276,20,Male,Chennai,79164,51,6,13,4518,361,Beauty,0
277,37,Male,Delhi,74530,78,2,33,1469,311,Beauty,0
278,41,Male,Chennai,140921,39,9,25,1564,320,Sports,0
279,50,Female,Mumbai,88199,37,7,8,1123,182,Electronics,1
280,41,Male,Delhi,80282,50,1,5,670,352,Home,0
281,28,Female,Delhi,67801,34,9,6,3216,168,Electronics,0
282,25,Female,Hyderabad,29465,75,2,23,2254,181,Sports,0
283,53,Female,Mumbai,23326,33,4,30,4483,300,Electronics,1
284,55,Male,Bangalore,23659,31,9,14,2251,130,Home,1
285,57,Female,Hyderabad,80289,54,4,23,3154,149,Sports,0
286,37,Female,Hyderabad,47594,44,3,11,1348,306,Beauty,0
287,52,Female,Chennai,135819,34,1,31,3286,209,Electronics,0
288,42,Female,Chennai,24763,71,7,6,1159,111,Beauty,1
289,52,Female,Chennai,108657,62,6,11,829,137,Beauty,1
290,42,Male,Hyderabad,30828,23,4,13,974,355,Fashion,0
291,46,Female,Bangalore,67588,46,6,12,559,211,Home,0
292,35,Female,Delhi,31221,56,6,2,717,146,Electronics,1
293,63,Male,Chennai,31211,7,4,35,1543,84,Beauty,1
294,35,Female,Bangalore,33569,89,6,36,2169,30,Beauty,0
295,19,Male,Mumbai,116894,61,8,17,3427,65,Home,0
296,52,Female,Chennai,57860,3,3,28,3099,24,Beauty,0
297,33,Male,Delhi,91558,38,4,28,1134,211,Beauty,0
298,58,Male,Mumbai,65337,84,1,22,2186,222,Beauty,0
299,53,Female,Mumbai,72311,34,4,38,576,90,Beauty,0
300,50,Female,Delhi,33515,44,9,7,3760,106,Fashion,0
301,21,Female,Chennai,91695,30,8,15,1974,172,Fashion,0
302,50,Male,Hyderabad,142006,17,4,32,1705,230,Sports,0
303,31,Male,Delhi,131527,59,7,11,2854,77,Electronics,0
304,38,Male,Delhi,126749,10,3,24,1210,68,Home,1
305,37,Female,Delhi,107227,99,9,3,3677,353,Sports,0
306,25,Male,Mumbai,44904,84,4,30,1430,92,Fashion,0
307,24,Male,Bangalore,79935,18,2,6,1377,88,Fashion,0
308,20,Female,Hyderabad,63790,45,5,2,4057,50,Fashion,1
309,34,Male,Chennai,88580,91,2,14,2295,103,Sports,1
310,50,Male,Chennai,95148,59,6,41,1872,46,Fashion,0
311,29,Female,Bangalore,25636,62,1,18,2128,179,Sports,1
312,39,Male,Delhi,97129,59,6,44,4039,267,Fashion,0
313,39,Female,Hyderabad,134483,49,4,31,3378,268,Beauty,1
314,63,Female,Chennai,22892,100,3,13,4468,320,Beauty,0
315,47,Female,Chennai,41672,63,2,26,2753,8,Electronics,0
316,55,Female,Delhi,25812,87,7,44,2645,265,Fashion,0
317,55,Female,Bangalore,116621,32,9,12,4589,78,Electronics,0
318,62,Male,Hyderabad,148177,10,3,18,751,240,Sports,0
319,25,Male,Bangalore,20654,11,6,9,3097,258,Electronics,1
320,44,Female,Bangalore,74633,70,9,49,1239,196,Fashion,1
321,44,Female,Hyderabad,37143,62,2,21,1084,330,Sports,0
322,51,Male,Hyderabad,75934,47,7,48,3251,131,Sports,0
323,38,Female,Chennai,87334,34,5,49,4429,343,Beauty,0
324,47,Female,Chennai,123463,100,5,40,3797,261,Sports,0
325,50,Female,Hyderabad,145851,17,7,43,2755,242,Sports,0
326,45,Male,Mumbai,49087,54,9,24,1289,171,Electronics,0
327,64,Male,Chennai,31618,76,4,34,4775,147,Sports,0
328,50,Female,Mumbai,28446,85,9,8,658,270,Home,0
329,22,Female,Hyderabad,107182,40,9,44,4921,149,Beauty,0
330,36,Male,Chennai,122127,19,4,33,4454,299,Beauty,0
331,21,Male,Bangalore,68867,67,3,23,2207,28,Sports,0
332,52,Female,Hyderabad,71028,82,2,13,2120,149,Electronics,0
333,34,Female,Delhi,80101,53,9,49,4727,280,Beauty,1
334,61,Male,Mumbai,47200,64,2,14,1203,182,Beauty,0
335,45,Male,Hyderabad,115107,83,6,14,3283,166,Home,0
336,47,Male,Hyderabad,108074,47,5,16,2314,17,Sports,0
337,46,Female,Chennai,126091,6,5,49,2789,150,Beauty,0
338,63,Male,Chennai,81465,16,4,38,2343,339,Beauty,0
339,23,Female,Chennai,129500,72,6,39,4510,45,Beauty,0
340,52,Male,Delhi,106436,18,5,26,2441,330,Beauty,0
341,58,Male,Chennai,138422,52,4,26,2286,189,Electronics,1
342,54,Male,Hyderabad,144124,48,9,1,1138,139,Fashion,0
343,41,Male,Chennai,107892,43,6,32,4501,61,Home,0
344,46,Female,Bangalore,108559,39,3,15,4170,294,Electronics,0
345,63,Female,Chennai,140044,49,6,21,4199,322,Home,1
346,48,Male,Delhi,59148,12,1,18,4850,33,Beauty,0
347,52,Female,Bangalore,102928,10,5,30,3608,299,Home,0
348,50,Male,Hyderabad,40698,71,6,13,970,112,Sports,0
349,38,Male,Hyderabad,62470,55,8,24,448,291,Sports,0
350,49,Male,Mumbai,112071,1,9,30,572,37,Fashion,1
351,40,Male,Bangalore,71660,49,3,2,3126,100,Fashion,0
352,50,Female,Mumbai,73910,36,2,19,4057,23,Home,0
353,20,Male,Bangalore,55450,21,4,47,901,218,Electronics,1
354,35,Male,Bangalore,76463,37,8,44,2385,89,Electronics,0
355,42,Female,Delhi,53757,24,8,47,1141,209,Beauty,0
356,59,Male,Mumbai,98012,55,3,25,4114,271,Electronics,0
357,48,Male,Delhi,126750,25,4,14,993,237,Fashion,0
358,20,Male,Bangalore,147043,7,3,6,877,209,Electronics,1
359,57,Female,Hyderabad,90247,81,2,12,1761,278,Beauty,0
360,63,Male,Bangalore,92015,93,4,20,4253,206,Sports,0
361,41,Female,Delhi,51390,94,6,23,652,78,Electronics,1
362,49,Male,Mumbai,76116,71,5,30,2666,328,Electronics,0
363,64,Male,Mumbai,33161,97,3,30,3856,98,Fashion,0
364,39,Female,Delhi,52152,71,2,38,4346,346,Home,0
365,40,Male,Mumbai,100171,24,9,30,3954,350,Sports,1
366,19,Male,Chennai,126379,11,1,41,409,336,Home,1
367,44,Female,Hyderabad,115833,73,9,30,2126,94,Beauty,0
368,59,Female,Hyderabad,40836,12,1,36,4166,80,Beauty,0
369,19,Female,Hyderabad,110367,35,7,49,2077,38,Home,1
370,43,Female,Mumbai,86543,63,6,34,826,228,Fashion,0
371,34,Female,Mumbai,75648,68,7,16,2926,134,Fashion,1
372,57,Male,Bangalore,46331,100,3,24,1658,196,Fashion,0
373,50,Female,Bangalore,125992,92,3,14,3024,282,Sports,0
374,26,Male,Hyderabad,30763,57,1,26,1450,101,Beauty,0
375,60,Male,Chennai,89444,13,4,8,4958,75,Beauty,0
376,56,Male,Bangalore,113109,23,2,14,4563,294,Beauty,0
377,46,Female,Bangalore,39187,83,8,31,2363,208,Sports,1
378,59,Female,Mumbai,31957,39,3,2,1823,83,Beauty,0
379,43,Male,Chennai,24379,88,7,48,2053,143,Home,1
380,52,Female,Hyderabad,47959,80,7,4,953,56,Electronics,0
381,42,Female,Bangalore,102018,97,9,1,2068,361,Sports,1
382,41,Female,Chennai,143076,12,6,20,381,287,Electronics,1
383,30,Female,Chennai,47105,34,1,14,1713,211,Home,0
384,24,Male,Hyderabad,20877,71,8,40,1102,179,Fashion,0
385,53,Male,Chennai,68353,75,1,25,3544,58,Fashion,0
386,62,Female,Chennai,103788,31,3,25,3653,73,Fashion,0
387,37,Male,Chennai,116870,93,5,3,3807,215,Sports,0
388,18,Female,Bangalore,104585,62,8,5,2756,266,Fashion,1
389,25,Female,Hyderabad,103308,13,9,38,2339,73,Sports,1
390,63,Male,Chennai,71567,31,7,26,4444,271,Sports,0
391,33,Male,Chennai,77913,2,9,40,2364,354,Electronics,0
392,31,Male,Bangalore,22637,15,3,38,2812,234,Fashion,0
393,29,Female,Hyderabad,92778,57,5,38,2221,319,Beauty,0
394,40,Male,Mumbai,62025,75,8,4,3021,19,Fashion,0
395,32,Female,Bangalore,126917,34,1,7,2481,113,Fashion,1
396,45,Male,Hyderabad,121187,68,8,30,1770,63,Fashion,0
397,51,Male,Chennai,119508,75,7,30,2172,184,Beauty,0
398,19,Female,Hyderabad,102464,29,1,19,4186,277,Beauty,1
399,49,Female,Hyderabad,48742,66,6,39,2444,162,Sports,0
400,40,Female,Hyderabad,31831,16,1,35,2642,243,Beauty,1
401,39,Female,Mumbai,133768,39,2,40,913,145,Sports,0
402,42,Female,Hyderabad,135911,77,5,33,3745,146,Electronics,0
403,39,Female,Mumbai,105092,37,2,33,422,81,Sports,1
404,39,Female,Chennai,110879,81,1,14,1063,322,Fashion,0
405,59,Female,Mumbai,108370,21,6,38,4825,321,Home,1
406,23,Male,Chennai,146537,44,8,10,1625,43,Home,1
407,32,Female,Chennai,66762,19,8,28,2504,313,Fashion,0
408,60,Female,Mumbai,124824,71,8,14,853,293,Sports,0
409,54,Male,Bangalore,118958,8,6,36,1359,176,Fashion,0
410,50,Female,Delhi,108741,77,3,38,2042,69,Beauty,1
411,25,Male,Hyderabad,38830,66,1,16,643,56,Sports,0
412,61,Male,Delhi,75044,41,2,21,2665,119,Fashion,0
413,61,Female,Hyderabad,93948,75,5,28,4869,204,Beauty,0
414,22,Male,Hyderabad,89202,88,5,33,4636,55,Beauty,0
415,56,Female,Chennai,57045,70,1,6,3057,38,Sports,1
416,21,Male,Hyderabad,106322,61,1,41,1480,243,Electronics,1
417,23,Male,Hyderabad,137257,26,9,15,3239,201,Electronics,1
418,62,Male,Mumbai,91051,71,2,44,3995,236,Beauty,0
419,49,Female,Delhi,127509,83,7,3,3837,15,Electronics,1
